,username,repo_name,no_of_contributions
11555,ioana-chiorean,community-development,2
12631,ioana-chiorean,mozfest-event-app,2
15914,ioana-chiorean,mozilla-campus-clubs,4
2604,ioana-chiorean,mozillafestival.org,12
20554,ionutgoldan,measure-noise,2
13700,ionutgoldan,release-services,1
6124,ionutgoldan,treeherder,106
1673,ioskar,pdf.js,3
5187,ioskar,webpay,2
9055,ioskar,yogafire,1
11033,iq-dot,readability,1
6963,ireun,MozStumbler,2
15627,iropal,activate.mozilla.community,14
16913,irrationalRock,foundation.mozilla.org,1
13389,irrationalRock,network-pulse,1
19520,irrationalagent,application-services,4
20458,irrationalagent,bigquery-etl,10
17108,irrationalagent,data-docs,2
20564,irrationalagent,dscontrib,5
11734,irrationalagent,fxa,10
7212,irrationalagent,fxa-content-server,3
20376,irrationalagent,fxa-discoverability-shield-study,1
19907,irrationalagent,fxa-sms-forecast,14
20001,irrationalagent,mozanalysis,1
20011,irrationalagent,pwmgr_etl,2
6964,irvin,MozStumbler,2
13260,irvin,OpenDesign,4
19561,irvin,common-voice-global-sprint,1
18288,irvin,firefox57-sprint,1
17698,irvin,voicejam-prototypes,4
6544,irvingreid,telemetry-dashboard,14
6766,irvingreid,telemetry-server,57
15770,isaacs,positron-spidernode,1647
14558,isaacs,spidernode,1647
16450,isaacs,spiderweb-spidernode,1647
16043,isaprykin,tensorflow,88
18169,isasi,aom,1
8090,isitaboutabicycle,language-mapping-list,1
15988,ispirmustafa,tensorflow,232
13002,it33,chat.mozillafoundation.org,647
14488,it33,chat.mozillafoundation.org-desktop,24
13072,it33,mattermost-heroku,2
13340,it33,mattermost-integration-giphy,1
14412,it33,push-proxy,11
14630,italoacasas,spidernode,21
3866,itayadler,awsbox,1
3662,itpastorn,browserid-cookbook,1
16022,itsmeolivia,tensorflow,115
20008,ivan-bagmut,bugml,2
4810,ivan-kleshnin,nunjucks,3
13980,ivanfmartinez,openhab,5
18491,ivanovaleksey,janus-plugin-rs,5
302,ivellios,bleach,1
17362,iwanttea,grcov,2
7721,iwehrman,brackets,60
4797,ixth,nunjucks,6
15310,j-a-h-i-r,DeepSpeech,1
19727,j-conrad,Spoke,5
18434,j-conrad,hubs,8
10176,j-m-patterson,openvpn,1
15195,j5a,positron-electron,3
18062,jNicker,ansible-junos-stdlib,1
586,jaap3,django-csp,2
16282,jaap3,mozilla-django-oidc,17
9269,jabdelmalek,angle,3
13163,jabdelmalek,moz-skia,1
2021,jablko,dxr,1
2456,jacekcw,cubeb,2
4320,jacekcw,integration-mozilla-inbound,230
2753,jacekcw,mozilla-history,147
3518,jacekcw,pjs,220
11706,jackiemunroe,fxa,102
20571,jackiemunroe,subhub,28
16047,jackyko1991,tensorflow,81
2952,jacobabrennan,mozilla-ignite,11
20080,jacobrask,jsxgettext,1
7802,jacobroufa,nunjucks-docs,1
4865,jacobwgillespie,nunjucks,1
12923,jafar25,loop,1
8300,jaggedzak,spartacus,1
20436,jahewson,lmdb,1
300,jaimeirurzun,bleach,1
16055,jaingaurav,tensorflow,75
4630,jakearchibald,WebGameStub,1
2109,jakemh,mozillians,1
17189,jakobkappel,activity-stream-l10n,7
12497,jakobkappel,addons-linter,2
19604,jakobkappel,blurts-addon,1
18632,jakobkappel,blurts-server,29
19366,jakobkappel,contain-facebook,1
11876,jakobkappel,donate.mozilla.org,6
8662,jakobkappel,fxa-content-server-l10n,20
10518,jakobkappel,loop-client-l10n,10
14869,jakubadamw,sccache,1
11012,jakubriedl,readability,3
11173,jalbertbowden,reps-edu,1
9185,jalder,firefox-roku,1
17641,jaller94,lightbeam-we,1
16990,jallmann,tls-interop,7
2479,jamen,cubeb,1
655,james-emerton,django-piston,19
18095,jamesaberry,aom,40
19410,jamescorrenti,bro,1
13565,jamesgeorge007,web-ext,1
18788,jamesl33,parsepatch,2
2410,jamesplease,source-map,1
12051,jameswmills,git-repo,1
10134,jamesyonan,openvpn,555
15392,jameysharp,nixpkgs-mozilla,1
11149,jamieleung,learning.mozilla.org,1
10884,jamii,disco,1
2007,jamonation,dxr,3
9990,jamonation,fxa-auth-db-mysql,1
4572,jamwil,WebGameStub,3
12870,jan-ivar,loop,6
8758,jan-ivar,loop-client,2
12948,jan-ivar,loop-test,6
18339,jan-ivar,standards-positions,1
5539,jan-ivar,webrtc-landing,8
14278,jancavan,wp-calypso,91
538,jandem,addon-sdk,2
5650,jandem,arewefastyet,1
7572,jandem,gecko-dev,4603
4300,jandem,integration-mozilla-inbound,333
12248,jandem,newtab-dev,1717
14674,jandem,positron,1993
16366,jandem,spiderweb,2028
11410,jandem,universal-search-gecko-dev,1388
1836,janderssn,Addon-Tests,26
11183,janetpkr,reps-edu,1
16642,janjongboom,haiku-gaia-experiments,225
18203,jankeromnes,firefox-code-coverage-frontend,7
3259,jankeromnes,git-bz-moz,1
15944,jankeromnes,libmozdata,1
13631,jankeromnes,release-services,32
11220,jankeromnes,simulated-devices,31
18114,jankratochvil,aom,9
14321,janm6k,wp-calypso,10
500,janodvarko,addon-sdk,8
957,janodvarko,dryice,1
1612,janpe2,pdf.js,28
17612,jantimon,http-server,1
10886,jantore,disco,1
18025,janv8000,infosec.mozilla.org,1
537,janvarga,addon-sdk,2
16658,jaoo,haiku-gaia-experiments,160
15855,japj,positron-spidernode,11
16535,japj,spiderweb-spidernode,11
12185,jar-o,sops,1
510,jaragunde,addon-sdk,4
1861,jaredStef,Addon-Tests,1
11281,jaredhanson,passport-openid,41
11303,jaredhanson,passport-yahoo,9
4651,jaredhobbs,agithub,8
13461,jaredlockhart,activity-stream,66
4894,jaredlockhart,app-validator,2
17116,jaredlockhart,data-docs,1
14139,jaredlockhart,embedly-proxy,160
16552,jaredlockhart,experimenter,621
8688,jaredlockhart,fxpay,2
6489,jaredlockhart,ichnaea,32
9691,jaredlockhart,marketplace-env,15
13226,jaredlockhart,normandy,11
15427,jaredlockhart,page-metadata-parser,99
15436,jaredlockhart,page-metadata-service,92
4079,jaredlockhart,receiptverifier,2
4357,jaredlockhart,solitude,47
8285,jaredlockhart,spartacus,2
5138,jaredlockhart,webpay,22
20,jaredlockhart,zamboni,100
14249,jarekczek,marytts,1
13910,jarlebh,openhab,28
6504,jarnugirdhar,ichnaea,1
13597,jarondl,http-observatory,4
13089,jarrodldavis,dispensary,1
5704,jarrodyellets,hawk,2
12704,jarst,platform-status,2
15993,jart,tensorflow,190
5069,jaseg,etherpad-lite,2
10253,jasminu,mozilla_ci_tools,5
14289,jasmussen,wp-calypso,54
15780,jasnell,positron-spidernode,161
14567,jasnell,spidernode,235
16460,jasnell,spiderweb-spidernode,161
7839,jasonLaster,pretty-fast,1
14427,jasonbarry,firefox-hardware-report,1
13053,jasonblais,chat.mozillafoundation.org,1
8713,jasondavies,mozillawebmakerproxy.net,1
10794,jasongrlicky,ateam-bootcamp,1
16274,jasongrlicky,firefox-test-engineering,1
1763,jasongrlicky,webdev-bootcamp,1
10237,jasonkarns,balrog-ui,1
7691,jasonsanjose,brackets,1724
637,jasonthomas,FlightDeck,1
7372,jasonthomas,addon-registration,7
13836,jasonthomas,addons-frontend,31
8358,jasonthomas,addons-server,202
2349,jasonthomas,affiliates,5
7919,jasonthomas,apk-factory-service,3
8195,jasonthomas,apk-signer,12
20461,jasonthomas,bigquery-etl,6
8777,jasonthomas,cheesecake,24
6254,jasonthomas,chief,9
6810,jasonthomas,commbadge,5
7044,jasonthomas,commonplace,1
17101,jasonthomas,data-docs,4
9746,jasonthomas,discoplace,3
11332,jasonthomas,emr-bootstrap-spark,3
5948,jasonthomas,fireplace,17
12346,jasonthomas,frappe,7
6066,jasonthomas,geodude,9
164,jasonthomas,kitsune,2
9341,jasonthomas,marketplace-certs,7
11659,jasonthomas,marketplace-content-tools,3
8552,jasonthomas,marketplace-operator-dashboard,2
7347,jasonthomas,marketplace-stats,4
9937,jasonthomas,marketplace-style-guide,1
15104,jasonthomas,miracle,1
5795,jasonthomas,monolith-aggregator,8
19931,jasonthomas,parquet2bigquery,116
6903,jasonthomas,rocketfuel,2
4364,jasonthomas,solitude,9
8273,jasonthomas,spartacus,4
17447,jasonthomas,taar,1
18257,jasonthomas,taar-api,11
19450,jasonthomas,taar-api-lite,11
15038,jasonthomas,telemetry-airflow,70
6565,jasonthomas,telemetry-dashboard,2
9949,jasonthomas,tls-observatory,17
8210,jasonthomas,transonic,2
3978,jasonthomas,trunion,10
5134,jasonthomas,webpay,33
9016,jasonthomas,yogafire,13
17,jasonthomas,zamboni,176
4343,jasonthomas,zamboni-dashboard,5
3441,jasonthompson,mozilla-opennews,1
4106,jasonwist,mozdownload,1
12034,jasta,git-repo,2
19146,jastlw,policy-templates,1
7975,javaun,legal-docs,6
16150,javier-sanz,redash,8
222,jay,mozregression,2
7440,jayant-yadav,mig,1
10578,jayeshkattar,loop-client-l10n,1
15597,jayfk,FoxPuppet,1
4678,jayfk,standup,1
14770,jaylinski,http-observatory-website,2
4107,jayrajput,mozdownload,1
596,jaysoo,django-csp,1
9785,jaywink,contribute.json,1
16903,jayyyin,foundation.mozilla.org,2
13617,jayyyin,mofo-bootstrap,1
5782,jazzido,opennews-if-this-then-news,8
18060,jbain,ansible-junos-stdlib,2
2184,jbalogh,addon-sdk-sdocs,1
8328,jbalogh,addons-server,906
2243,jbalogh,basket,1
2837,jbalogh,basket-lib,1
274,jbalogh,bleach,3
6246,jbalogh,check,11
326,jbalogh,commonware,3
1570,jbalogh,django-session-csrf,3
4690,jbalogh,reflecto,1
3635,jbalogh,relman-auto-nag,1
5247,jbalogh,schematic,16
1270,jbalogh,test-amo-validator,1
7,jbalogh,zamboni,907
358,jbalogh,zamboni-lib,18
7708,jbalsas,brackets,167
11174,jbarcelo,reps-edu,1
8943,jbarnette,ambient-boxen,33
9225,jbauman2,angle,19
17557,jbeich,authenticator-rs,1
2442,jbeich,cubeb,11
19781,jbeich,libprio,8
10171,jbekkema,openvpn,1
19377,jbencteux,bro,11
14228,jbender,kaldi-gstreamer-server,1
4835,jbergstroem,nunjucks,2
15793,jbergstroem,positron-spidernode,71
14582,jbergstroem,spidernode,74
16473,jbergstroem,spiderweb-spidernode,71
2843,jberkus,socorro-docs,3
1915,jbevain,rhino,1
14345,jblz,wp-calypso,4
4792,jbmoelker,nunjucks,8
11570,jbohrer,openbadges.org-static,7
7426,jboyer2012,mig,3
1991,jbradberry,dxr,35
7840,jbrobst,pretty-fast,1
8506,jbrudvik,MozDef,1
5777,jbruggem,high-fidelity,1
11767,jbrunink,fxa,2
6707,jbrunink,fxa-auth-server,1
8433,jbrunink,fxa-profile-server,1
6062,jbuck,CSOL-site,3
18722,jbuck,FirefoxColor,5
7814,jbuck,FunkJamTracker,6
9075,jbuck,Gallery-Maker,1
5676,jbuck,MakeAPI,109
9508,jbuck,advocacy.mozilla.org,12
8734,jbuck,aggredash,3
11525,jbuck,api.webmaker.org,4
1528,jbuck,bedrock,5
1947,jbuck,betafarm,1
7940,jbuck,browserid-verifier,7
9629,jbuck,bsd-forms-and-wrappers,12
8864,jbuck,bucheron,10
10896,jbuck,build.webmaker.org,6
2319,jbuck,butter,485
10940,jbuck,call-congress,2
6366,jbuck,community.openbadges.org,1
4733,jbuck,content-2012.mozillafestival.org,2
8057,jbuck,csp-logger,5
11803,jbuck,donate.mozilla.org,190
14141,jbuck,embedly-proxy,1
8096,jbuck,eoy-fundraising,3
8166,jbuck,events.webmaker.org,63
16566,jbuck,experimenter,8
4015,jbuck,friendlycode,1
11704,jbuck,fxa,150
15456,jbuck,fxa-activity-metrics,6
18370,jbuck,fxa-amplitude-send,48
9988,jbuck,fxa-auth-db-mysql,5
9336,jbuck,fxa-auth-mailer,2
6679,jbuck,fxa-auth-server,16
11787,jbuck,fxa-basket-proxy,9
19771,jbuck,fxa-brickftp-copy,16
11308,jbuck,fxa-content-experiments,3
7190,jbuck,fxa-content-server,14
8921,jbuck,fxa-customs-server,4
9082,jbuck,fxa-dev,12
8461,jbuck,fxa-oauth-server,8
8422,jbuck,fxa-profile-server,32
8557,jbuck,gitribution,1
7072,jbuck,goggles.mozilla.org,93
19262,jbuck,gspeech,2
4739,jbuck,html5-lint,19
11348,jbuck,id.webmaker.org,37
4988,jbuck,identity-pubkeys,2
4956,jbuck,login.webmaker.org,171
8797,jbuck,lumberyard,20
6869,jbuck,make-valet,104
6863,jbuck,makeapi-client,8
8848,jbuck,makerparty,14
10629,jbuck,mofo-transaction-storage,62
12632,jbuck,mozfest-event-app,2
2608,jbuck,mozillafestival.org,2
8698,jbuck,mozillawebmakerproxy.net,11
8316,jbuck,nav-global,1
6261,jbuck,node-hubble,13
6626,jbuck,node-webmaker-loginapi,5
7291,jbuck,node-webmaker-postalservice,31
4796,jbuck,nunjucks,6
7804,jbuck,nunjucks-docs,1
1801,jbuck,openbadges-backpack,9
7671,jbuck,openbadges-badgekit,10
6048,jbuck,openbadges-validator,2
6350,jbuck,openbadges-validator-service,1
11569,jbuck,openbadges.org-static,8
15437,jbuck,page-metadata-service,23
8876,jbuck,park-warden,13
11549,jbuck,participation-heartbeat,1
1615,jbuck,pdf.js,25
12352,jbuck,petitions.mozilla.org,16
18714,jbuck,ping-centre-launch-day,1
3067,jbuck,popcorn-docs,11
3812,jbuck,popcorn-interim,3
369,jbuck,popcorn-js,192
6630,jbuck,popcorn.webmaker.org,328
3955,jbuck,popcorn_maker,3
11676,jbuck,publish.webmaker.org,4
4033,jbuck,restmail.net,2
8802,jbuck,sawmill,81
8519,jbuck,school-of-webmaking,5
17911,jbuck,send,7
17479,jbuck,speech-proxy,29
6375,jbuck,thimble.mozilla.org,150
9959,jbuck,tls-observatory,4
8310,jbuck,webmaker-analytics,7
9728,jbuck,webmaker-android,2
9834,jbuck,webmaker-app-cordova,2
10190,jbuck,webmaker-app-publisher,7
8443,jbuck,webmaker-auth,6
8224,jbuck,webmaker-auth-client,36
11258,jbuck,webmaker-browser,3
8049,jbuck,webmaker-download-locales,9
6743,jbuck,webmaker-events,13
8178,jbuck,webmaker-events-service,78
6362,jbuck,webmaker-firehose-archive,3
8307,jbuck,webmaker-kits,4
9439,jbuck,webmaker-landing-pages,31
8682,jbuck,webmaker-language-picker,2
8053,jbuck,webmaker-locales-mapping-configuration,1
9915,jbuck,webmaker-login-ux,48
9426,jbuck,webmaker-mailroom,82
7260,jbuck,webmaker-mediasync,6
12097,jbuck,webmaker-moderator,2
9814,jbuck,webmaker-personas,2
7264,jbuck,webmaker-profile,18
8866,jbuck,webmaker-profile-2,41
7408,jbuck,webmaker-profile-service,43
9364,jbuck,webmaker-rid,5
9100,jbuck,webmaker-user-client,4
8673,jbuck,webmaker-whitepaper,1
6291,jbuck,webmaker.org,218
9874,jbuck,webmakerprototypes.org,5
4562,jbueza,WebGameStub,8
12187,jc00ke,sops,1
20221,jcaffet,guardduty-multi-account-manager,1
12136,jcassee,sops,10
20099,jcchuang,ad-analysis-for-facebook,36
20415,jcchuang,ad-analysis-for-facebook-disabled,40
17372,jcdickinson,grcov,1
20435,jcdubois,lmdb,1
13116,jcgregorio,moz-skia,39
9207,jchen10,angle,66
922,jcheng5,ace,18
1076,jcheng5,pilot,1
16688,jcjones,OneCRL-Tools,39
17543,jcjones,authenticator-rs,135
19576,jcjones,crlite,288
10351,jcjones,moz-corsica,1
16313,jcjones,nss-fuzzing-corpus,1
15216,jcjones,nss-taskcluster,1
19257,jcjones,nss-tools,92
17669,jcjones,onecrl-entry-checker,24
20004,jcjones,rust-cascade,12
18337,jcjones,standards-positions,1
16213,jcjones,tls-canary,2
16992,jcjones,tls-interop,3
3209,jclem,node-client-sessions,1
7281,jcmojicar,ouija,2
8119,jcowgill,mozjpeg,2
5299,jcranmer,build-mozharness,2
5484,jcranmer,build-tools,3
1984,jcranmer,dxr,129
4391,jcranmer,releases-comm-central,325
18243,jcristau,PollBot,1
9583,jcristau,foundation-security-advisories,17
15945,jcristau,libmozdata,1
9607,jcristau,release-blog,2
13684,jcristau,release-services,1
13410,jcristau,releasehealth,4
3620,jcristau,relman-auto-nag,36
12588,jcristau,version-control-tools,2
3948,jcristau,whatthetrain,1
14253,jcrumpton,marytts,1
19400,jcrussell,bro,1
14209,jcsilva,kaldi,1
14226,jcsilva,kaldi-gstreamer-server,1
13483,jcsteh,activity-stream,2
817,jcsteh,nightlytt,1
5696,jcwilson,hawk,2
9721,jd-wasem,webmaker-android,4
9210,jdarpinian,angle,46
7454,jdashg,Fira,5
9214,jdashg,angle,39
5297,jdashg,build-mozharness,2
7629,jdashg,gecko-dev,1545
14732,jdashg,positron,888
16424,jdashg,spiderweb,866
16006,jdduke,tensorflow,145
10374,jdennis,python-nss-docs,4
13035,jdhoek,chat.mozillafoundation.org,1
7719,jdiehl,brackets,69
7434,jdiez17,mig,1
5313,jdm,build-mozharness,1
7660,jdm,gecko-dev,1121
18455,jdm,hubs,1
4314,jdm,integration-mozilla-inbound,248
2747,jdm,mozilla-history,171
12326,jdm,newtab-dev,606
3512,jdm,pjs,240
11470,jdm,universal-search-gecko-dev,567
12535,jdm,version-control-tools,15
19510,jdragojevic,application-services,8
5867,jds2501,calculator,1
5836,jds2501,mwc,1
7270,jdsantiagojr,ouija,21
4323,jduell,integration-mozilla-inbound,201
3526,jduell,pjs,181
4144,jduff,labs-vcap,3
265,jdufresne,bleach,11
18524,jdumars,ahab,4
3968,jeads,datazilla,584
4687,jeads,datazilla-metrics,5
4530,jeads,datazilla_client,3
6114,jeads,treeherder,552
4867,jeancabral,nunjucks,1
12150,jecepeda,sops,4
9681,jedahan,DropItLike,1
18059,jedelman8,ansible-junos-stdlib,3
11952,jedireza,vaani,108
13032,jedisct1,chat.mozillafoundation.org,1
3985,jedp,123done,8
3856,jedp,awsbox,4
2673,jedp,browserid-crypto,1
9741,jedp,contacts-sync-prototype,1
3140,jedp,eyedee.me,3
11730,jedp,fxa,13
6689,jedp,fxa-auth-server,3
7217,jedp,fxa-content-server,2
7254,jedp,fxa-js-client-old,2
4977,jedp,identity-pubkeys,14
5666,jedp,kpiggybank,81
5670,jedp,node-cef,34
4930,jedp,node-srp,49
1357,jedp,persona,89
4064,jedp,personatestuser.org,129
5859,jedp,picl-contacts,17
4034,jedp,restmail.net,1
5110,jedp,status.persona.org,1
7069,jedp,tincan,2
5708,jeduan,hawk,1
8874,jee1mr,webmaker-profile-2,1
8481,jeffbryner,MozDef,1083
18856,jeffbryner,elasticsearch-VR,32
16953,jeffbryner,inclusion,1
18026,jeffbryner,infosec.mozilla.org,1
10352,jeffbryner,moz-corsica,1
10697,jeffbryner,mozdef_client,3
14445,jeffbryner,riskHeatMap,109
10303,jeffbryner,server-side-tls,1
12212,jeffbryner,service-map,98
7388,jeffbryner,stillis,3
11576,jeffbryner,tsaws,8
11922,jeffbryner,wikimo_content,19
3152,jeffdyer,shumway,197
19247,jeffin143,bugbug,1
7743,jeffkenton,brackets,20
19111,jeffreymcclain,policy-templates,26
15137,jeffreymorganio,positron-electron,11
14932,jeffreymorganio,tofino-electron,11
16132,jeffwidman,redash,18
1316,jeffwidman,unicode-slugify,1
11930,jeffwidman,wikimo_content,1
18690,jegs87,blurts-server,3
17934,jegs87,send,4
13164,jei-mayol,moz-skia,1
11035,jemrobinson,readability,1
9597,jens1o,foundation-security-advisories,1
10917,jens1o,srihash.org,2
12710,jensimmons,platform-status,1
8933,jensonk9,charts,5
3636,jensstutte,relman-auto-nag,1
10901,jenstrickland,build.webmaker.org,1
8091,jeongsd,language-mapping-list,1
14318,jeremeylduvall,wp-calypso,12
2331,jeremyBanks,butter,3
13132,jeremyroman,moz-skia,5
18050,jeremyschulman,ansible-junos-stdlib,71
3796,jeresig,i18n-abide,1
4868,jeromegn,nunjucks,1
654,jespern,django-piston,161
7056,jespirit,vtt.js,6
3683,jessamynsmith,marketplace-tests,6
2140,jessamynsmith,mdn-tests,6
3775,jessaustin,PyBrowserID,1
12186,jessebye,sops,1
12166,jessechahal,sops,2
9533,jessuircleydson,advocacy.mozilla.org,2
18232,jessuircleydson,delivery-dashboard,1
805,jessykate,batucada,1
2461,jesup,cubeb,2
18193,jesup,firefox-browser-architecture,2
9320,jesup,gmp-api,1
2796,jesup,ikran,3
12298,jesup,newtab-dev,848
14722,jesup,positron,943
16414,jesup,spiderweb,940
11451,jesup,universal-search-gecko-dev,696
3932,jesup,webrtc,17
3876,jesup,webrtc-demo,6
5534,jesup,webrtc-landing,113
8938,jetvillegas,charts,1
12711,jetvillegas,platform-status,1
3154,jetvillegas,shumway,32
4164,jexp,labs-vcap,1
4186,jexp,labs-vcap-services,1
4223,jexp,labs-vcap-tests,1
301,jezdez,bleach,1
14554,jezdez,crashathon,7
17115,jezdez,data-docs,1
669,jezdez,django-piston,1
1304,jezdez,django-tidings,16
1953,jezdez,elasticutils,7
1422,jezdez,elmo,3
11325,jezdez,emr-bootstrap-spark,8
13316,jezdez,jupyter-notebook-gist,30
13392,jezdez,jupyter-spark,24
1113,jezdez,kuma-lib,26
17677,jezdez,missioncontrol,2
16285,jezdez,mozilla-django-oidc,5
17430,jezdez,python_mozetl,2
16115,jezdez,redash,73
19102,jezdez,redash-stmo,144
19253,jezdez,redash-ui-tests,1
14795,jezdez,shielddash,15
4047,jezdez,socorro-crashstats,17
4679,jezdez,standup,1
10393,jezdez,sugardough,1
15051,jezdez,telemetry-airflow,5
13709,jezdez,telemetry-analysis-service,484
1311,jezdez,unicode-slugify,4
14444,jezell,fathom,1
13544,jezhou,web-ext,2
12652,jezmck,serviceworker-cookbook,1
14208,jfainberg,kaldi,2
17588,jfhbrook,http-server,18
3805,jfhbrook,i18n-abide,1
3208,jfirebaugh,node-client-sessions,1
7464,jfkthame,Fira,1
5416,jfkthame,build-talos,1
11917,jfkthame,fxemoji,1
7582,jfkthame,gecko-dev,3261
4267,jfkthame,integration-mozilla-inbound,755
2713,jfkthame,mozilla-history,485
12247,jfkthame,newtab-dev,1933
3478,jfkthame,pjs,662
14673,jfkthame,positron,2117
3643,jfkthame,relman-auto-nag,1
16365,jfkthame,spiderweb,2090
15083,jfkthame,twemoji-colr,58
11403,jfkthame,universal-search-gecko-dev,1597
10862,jflatow,disco,846
16697,jfromaniello,discourse-auth0-mozilla,29
17598,jfsiii,http-server,2
18237,jfx2006,PollBot,15
10716,jfx2006,bugherder,1
13644,jfx2006,release-services,5
4389,jfx2006,releases-comm-central,482
12572,jfx2006,version-control-tools,3
14515,jgautier,Java-WebSocket,1
943,jgerigmeyer,caseconductor-ui,319
1047,jgerigmeyer,caseconductor-ui-reqs,10
3081,jgerigmeyer,moztrap,471
2815,jgerigmeyer,moztrap-tests,79
4870,jgerigmeyer,nunjucks,1
4866,jgj,nunjucks,1
10174,jglick,openvpn,1
18525,jgmize,ahab,1
7286,jgmize,archiver_toolkit,1
2236,jgmize,basket,37
3097,jgmize,basket-client,2
16085,jgmize,basket-example,2
1472,jgmize,bedrock,923
11341,jgmize,deis-backup-service,1
17254,jgmize,devroadshow2017,6
409,jgmize,django-product-details,8
3280,jgmize,firefox-flicks,2
9593,jgmize,foundation-security-advisories,3
2504,jgmize,funfactory,5
3832,jgmize,fx36start,1
8216,jgmize,fxoss,94
17940,jgmize,irlpodcast,25
117,jgmize,kitsune,49
7996,jgmize,legal-docs,2
18213,jgmize,marketing,1
10370,jgmize,masterfirefoxos,213
10733,jgmize,masterfirefoxos-l10n,33
