,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ft_uname,ft_rname,ft_commit_date,author_association,merged_status,pull_title,pull_msg,pullauthordate,pullid,ft_total_changes,ft_addns,ft_delns,commitauthordate,commitid,pullcommitsha,pullcommitmsg,repodesc,repolang
190,6257,12012,6257,Darkspirit,crash-stop-addon,2019-05-08T13:58:18Z,CONTRIBUTOR,True,Change crash-stats.mozilla.com to .org,"With [bug 618185](https://bugzilla.mozilla.org/show_bug.cgi?id=618185#c26) decision has been made to make crash-stats.mozilla.org canonical domain.
This PR shall be seen as part of [bug 1548725](https://bugzilla.mozilla.org/show_bug.cgi?id=1548725).
Made with:
```
git checkout -b crash-stats_org
find . -type f -print0 | xargs -0 sed -i 's,crash-stats.mozilla.com,crash-stats.mozilla.org,g'
git add * && git commit -m ""Change crash-stats.mozilla.com to .org""

```",2019-05-08T14:07:59Z,https://api.github.com/repos/mozilla/crash-stop-addon/pulls/12,618.0,309.0,309.0,2019-05-08T13:58:18Z,52eda828dfdf35172241cbbb8fd3613b3be11d64,52eda828dfdf35172241cbbb8fd3613b3be11d64,Change crash-stats.mozilla.com to .org,Bugzilla addon to display crash data,Python
191,1997,1997,1997,Dexterp37,firefox-hardware-report,2016-04-02T15:48:37Z,COLLABORATOR,True,Initial commit for the spark job used to generate the aggregated hw j…,"…son.

@almossawi @megavaughn please do not merge this PR just yet. Let's use this to start a conversation/review.
",2016-04-02T15:50:06Z,https://api.github.com/repos/mozilla/firefox-hardware-report/pulls/1,586.0,586.0,0.0,2016-04-02T15:48:37Z,a7d6460c81c747878431c4856f0c28bac9d1c752,a7d6460c81c747878431c4856f0c28bac9d1c752,"Generate the hardware survey report.

This notebook generates some statistics about the hardware
used by a representative sample of the Firefox Release population
and reports them in a JSON file.","The Firefox Hardware Report was the precursor to the Firefox Public Data Report, to which it now redirects",JavaScript
192,1996,1996,1996,Dexterp37,firefox-hardware-report,2016-08-16T12:04:10Z,COLLABORATOR,True,Store game HW reports in the public bucket,"This allows the games.mozilla.org website to
access the reports from the URL:
https://analysis-output.telemetry.mozilla.org/game-hardware-survey/data/hwsurvey-weekly.json

<!-- Reviewable:start -->

---

This change is [<img src=""https://reviewable.io/review_button.svg"" height=""34"" align=""absmiddle"" alt=""Reviewable""/>](https://reviewable.io/reviews/mozilla/firefox-hardware-survey/3)

<!-- Reviewable:end -->
",2016-08-17T07:36:31Z,https://api.github.com/repos/mozilla/firefox-hardware-report/pulls/3,105.0,61.0,44.0,2016-08-16T12:04:10Z,5725450a681b2943a2ce0223161976fdfc1295d9,5725450a681b2943a2ce0223161976fdfc1295d9,"Store game HW reports in the public bucket

This allows the games.mozilla.org website to
access the reports from the URL:
https://analysis-output.telemetry.mozilla.org/game-hardware-survey/data/hwsurvey-weekly.json","The Firefox Hardware Report was the precursor to the Firefox Public Data Report, to which it now redirects",JavaScript
193,1995,1995,1995,Dexterp37,firefox-hardware-report,2016-09-09T12:57:10Z,COLLABORATOR,True,Add new fields to the game HW report,"This patch adds the GPU model, CANVAS_WEBGL_SUCCESS,
browser architecture, CPU speed and the flash, silverlight
and unity plugin availability.

<!-- Reviewable:start -->

---

This change is [<img src=""https://reviewable.io/review_button.svg"" height=""34"" align=""absmiddle"" alt=""Reviewable""/>](https://reviewable.io/reviews/mozilla/firefox-hardware-survey/4)

<!-- Reviewable:end -->
",2016-09-09T13:01:08Z,https://api.github.com/repos/mozilla/firefox-hardware-report/pulls/4,537.0,519.0,18.0,2016-09-09T12:57:10Z,f5f0384a56368ca97d82086069c10eec055f1aa8,f5f0384a56368ca97d82086069c10eec055f1aa8,"Add new fields to the game HW report

This patch adds the GPU model, browser architecture,
os architecture, CPU speed and the flash plugin availability.
This also adds the documentation for the report format and
test coverage.","The Firefox Hardware Report was the precursor to the Firefox Public Data Report, to which it now redirects",JavaScript
194,1994,1994,1994,Dexterp37,firefox-hardware-report,2016-09-20T12:28:47Z,COLLABORATOR,True,Fix a typo in the reporting job,"There was a wrongly labelled variable in the report notebook.
This commit just changes the notebook to use the correct name.

<!-- Reviewable:start -->

---

This change is [<img src=""https://reviewable.io/review_button.svg"" height=""34"" align=""absmiddle"" alt=""Reviewable""/>](https://reviewable.io/reviews/mozilla/firefox-hardware-survey/5)

<!-- Reviewable:end -->
",2016-09-20T12:30:17Z,https://api.github.com/repos/mozilla/firefox-hardware-report/pulls/5,2.0,1.0,1.0,2016-09-20T12:28:47Z,7be2008b4ca75880627d61ef2ffd11b794295ac5,7be2008b4ca75880627d61ef2ffd11b794295ac5,Fix a typo in the reporting job,"The Firefox Hardware Report was the precursor to the Firefox Public Data Report, to which it now redirects",JavaScript
195,8308,14063,8308,Dexterp37,cerberus,2016-10-27T09:56:09Z,CONTRIBUTOR,True,Fix a typo in export.js,"Due to the typo, this was failing locally for me, not even fetching the files. I'm not quite sure why this isn't failing on the server.

r? @vitillo

<!-- Reviewable:start -->

---

This change is [<img src=""https://reviewable.io/review_button.svg"" height=""34"" align=""absmiddle"" alt=""Reviewable""/>](https://reviewable.io/reviews/mozilla/cerberus/26)

<!-- Reviewable:end -->
",2016-10-27T09:56:23Z,https://api.github.com/repos/mozilla/cerberus/pulls/26,2.0,1.0,1.0,2016-10-27T09:56:09Z,3a3e57c2dc2a5a54bbd09c435adfbea565af41aa,3a3e57c2dc2a5a54bbd09c435adfbea565af41aa,Fix a typo in export.js,Automatic alert system for telemetry histograms,Python
196,1991,1991,1991,Dexterp37,firefox-hardware-report,2017-01-20T16:46:05Z,COLLABORATOR,True,Whitelist pings with missing screen resolution,"

<!-- Reviewable:start -->
This change is [<img src=""https://reviewable.io/review_button.svg"" height=""34"" align=""absmiddle"" alt=""Reviewable""/>](https://reviewable.io/reviews/mozilla/firefox-hardware-survey/14)
<!-- Reviewable:end -->
",2017-01-20T17:54:28Z,https://api.github.com/repos/mozilla/firefox-hardware-report/pulls/14,41.0,31.0,10.0,2017-01-20T16:46:05Z,8dd9d8109ff4a00904bb740282f9312e046c0367,8dd9d8109ff4a00904bb740282f9312e046c0367,"Whitelist pings with missing screen resolution

Also make sure that pings are not discarded when no
plugin is reported by the clients (see bug 1333806 for
context).","The Firefox Hardware Report was the precursor to the Firefox Public Data Report, to which it now redirects",JavaScript
197,1989,1989,1989,Dexterp37,firefox-hardware-report,2017-02-01T14:42:08Z,COLLABORATOR,True,"Bug 1335687 - Rename ""os_arch_"" to ""osarch_"" and update the docs","I've also attempted to reference the github commit hash in the changelog.

<!-- Reviewable:start -->
---
This change is [<img src=""https://reviewable.io/review_button.svg"" height=""34"" align=""absmiddle"" alt=""Reviewable""/>](https://reviewable.io/reviews/mozilla/firefox-hardware-survey/18)
<!-- Reviewable:end -->
",2017-02-01T18:00:36Z,https://api.github.com/repos/mozilla/firefox-hardware-report/pulls/18,31.0,20.0,11.0,2017-02-01T14:42:08Z,6ea4922162eddd85d890f18a2538d5edc18b8039,6ea4922162eddd85d890f18a2538d5edc18b8039,Bug 1335687 - Rename data points to use camelCase,"The Firefox Hardware Report was the precursor to the Firefox Public Data Report, to which it now redirects",JavaScript
198,1990,1990,1990,Dexterp37,firefox-hardware-report,2017-02-06T18:31:08Z,COLLABORATOR,True,"Bug 1335687 - Rename ""os_arch_"" to ""osarch_"" and update the docs","I've also attempted to reference the github commit hash in the changelog.

<!-- Reviewable:start -->
---
This change is [<img src=""https://reviewable.io/review_button.svg"" height=""34"" align=""absmiddle"" alt=""Reviewable""/>](https://reviewable.io/reviews/mozilla/firefox-hardware-survey/18)
<!-- Reviewable:end -->
",2017-02-01T18:00:36Z,https://api.github.com/repos/mozilla/firefox-hardware-report/pulls/18,39.0,22.0,17.0,2017-02-06T18:31:08Z,3097739a1d989d3acf3c503860998d8341a0c039,3097739a1d989d3acf3c503860998d8341a0c039,Bug 1335687 - Add a Changelog section to the format docs,"The Firefox Hardware Report was the precursor to the Firefox Public Data Report, to which it now redirects",JavaScript
199,5891,11646,5891,DmytroLitvinov,django-csp,2019-10-28T15:14:11Z,CONTRIBUTOR,True,Add Django 2.2 and Python 3.7,"Hi @g-k ,

Could you please do a review?",2019-10-28T18:32:06Z,https://api.github.com/repos/mozilla/django-csp/pulls/128,27.0,25.0,2.0,2019-10-28T15:14:11Z,ebb9d730355ff48d8baceb553d0deb3d3cc3e80d,ebb9d730355ff48d8baceb553d0deb3d3cc3e80d,Add Django 2.2 and Python 3.7 for testing,Content Security Policy for Django.,Python
200,1572,1572,1572,Doerge,infosec.mozilla.org,2018-03-02T23:02:38Z,CONTRIBUTOR,True,Fix web security cheatsheet anchor.,,2018-03-02T23:03:15Z,https://api.github.com/repos/mozilla/infosec.mozilla.org/pulls/49,2.0,1.0,1.0,2018-03-02T23:02:38Z,61df700077715ebc8cc3ca1e921072acb5892954,61df700077715ebc8cc3ca1e921072acb5892954,Fix web security cheatsheet anchor.,"Guidelines, principles published on https://infosec.mozilla.org",JavaScript
201,8856,14611,8856,Eijebong,authenticator-rs,2019-05-22T20:23:34Z,CONTRIBUTOR,True,Add a missing constant,"This was added in the crate while it was in the m-c tree but was never
merged into the original repository

This is necessary for https://bugzilla.mozilla.org/show_bug.cgi?id=1520166",2019-05-22T20:27:47Z,https://api.github.com/repos/mozilla/authenticator-rs/pulls/91,3.0,2.0,1.0,2019-05-22T20:23:34Z,216957867566d74e63443f0e417855adb24dc6f6,216957867566d74e63443f0e417855adb24dc6f6,"Add a missing constant and bump version

This was added in the crate while it was in the m-c tree but was never
merged into the original repository","Rust library to interact with Security Keys, used by Firefox",Rust
202,12488,65661,12488,EnTeQuAk,addons,2016-05-02T14:23:54Z,CONTRIBUTOR,True,Update our links to use readthedocs.io.,"See http://blog.readthedocs.com/securing-subdomains/ for more details.
",2016-05-02T14:25:11Z,https://api.github.com/repos/mozilla/addons/pulls/105,10.0,5.0,5.0,2016-05-02T14:23:54Z,a55bcad5d5d838a3ad177aa1254998f020c61849,a55bcad5d5d838a3ad177aa1254998f020c61849,"Update our links to use readthedocs.io.

See http://blog.readthedocs.com/securing-subdomains/ for more details.",☂ Umbrella repository for Mozilla Addons ✨,
203,5904,11659,5904,EnTeQuAk,django-csp,2017-01-17T12:17:19Z,CONTRIBUTOR,True,Update and fix documentation with what we actually released.,,2017-01-17T12:17:45Z,https://api.github.com/repos/mozilla/django-csp/pulls/84,20.0,16.0,4.0,2017-01-17T12:17:19Z,7c0899e6c27304ea7ddeae194cb73d842cc27090,7c0899e6c27304ea7ddeae194cb73d842cc27090,Update and fix documentation with what we actually released.,Content Security Policy for Django.,Python
204,5898,11653,5898,EnTeQuAk,django-csp,2017-08-22T05:08:55Z,CONTRIBUTOR,True,Drop old django 1.6 and 1.7,This also adds changelog entries for 3.3 and upcoming 3.4 releases,2017-08-22T05:09:50Z,https://api.github.com/repos/mozilla/django-csp/pulls/90,46.0,1.0,45.0,2017-08-22T05:08:55Z,7a333da1930ab206699b29798ccca520885315bc,7a333da1930ab206699b29798ccca520885315bc,Drop Support for Django 1.6 and 1.7,Content Security Policy for Django.,Python
205,5899,11654,5899,EnTeQuAk,django-csp,2017-08-22T05:09:20Z,CONTRIBUTOR,True,Drop old django 1.6 and 1.7,This also adds changelog entries for 3.3 and upcoming 3.4 releases,2017-08-22T05:09:50Z,https://api.github.com/repos/mozilla/django-csp/pulls/90,13.0,13.0,0.0,2017-08-22T05:09:20Z,43800bd27d3a3e9679883efdc26b020e62554b32,43800bd27d3a3e9679883efdc26b020e62554b32,Add changelog entries for 3.3 and future 3.4,Content Security Policy for Django.,Python
206,5900,11655,5900,EnTeQuAk,django-csp,2017-08-22T05:12:01Z,CONTRIBUTOR,True,Drop old django 1.6 and 1.7,This also adds changelog entries for 3.3 and upcoming 3.4 releases,2017-08-22T05:09:50Z,https://api.github.com/repos/mozilla/django-csp/pulls/90,0.0,0.0,0.0,2017-08-22T05:12:01Z,09a00a8bce6de654b2958ab4556a516e552685ec,09a00a8bce6de654b2958ab4556a516e552685ec,Remove unused requirements.txt,Content Security Policy for Django.,Python
207,12469,65642,12469,EnTeQuAk,addons,2018-08-13T07:45:28Z,CONTRIBUTOR,True,Reflect our switch from etherpad to github,This may not be official yet but let's even update the docs for a temporary experiment.,2018-08-13T07:45:32Z,https://api.github.com/repos/mozilla/addons/pulls/768,8.0,4.0,4.0,2018-08-13T07:45:28Z,02341d5274e1e0fff87cf710733721c6f54c68c2,02341d5274e1e0fff87cf710733721c6f54c68c2,"Reflect our switch from etherpad to github

This may not be official yet but let's even update the docs for a temporary experiment.",☂ Umbrella repository for Mozilla Addons ✨,
208,5237,5237,5237,EricEdens,fennec-search,2014-06-27T21:14:43Z,CONTRIBUTOR,True,Add licenses,"Addresses https://bugzilla.mozilla.org/show_bug.cgi?id=1031534, License fragment headers throughout
",2014-06-27T21:22:43Z,https://api.github.com/repos/mozilla/fennec-search/pulls/12,186.0,173.0,13.0,2014-06-27T21:14:43Z,939a7f2343d45596bc935d75264c63cb0cb5135b,939a7f2343d45596bc935d75264c63cb0cb5135b,Add licenses,Stand-alone version of the search activity that is built with Firefox for Android.,Java
209,5238,5238,5238,EricEdens,fennec-search,2014-06-27T21:20:53Z,CONTRIBUTOR,True,Add licenses,"Addresses https://bugzilla.mozilla.org/show_bug.cgi?id=1031534, License fragment headers throughout
",2014-06-27T21:22:43Z,https://api.github.com/repos/mozilla/fennec-search/pulls/12,6.0,6.0,0.0,2014-06-27T21:20:53Z,ab82b77e89423e4be842343c0533b9b62df1183b,ab82b77e89423e4be842343c0533b9b62df1183b,Add license to build.gradle,Stand-alone version of the search activity that is built with Firefox for Android.,Java
210,5239,5239,5239,EricEdens,fennec-search,2014-06-27T21:40:06Z,CONTRIBUTOR,True,Add licenses,"Addresses https://bugzilla.mozilla.org/show_bug.cgi?id=1031534, License fragment headers throughout
",2014-06-27T21:22:43Z,https://api.github.com/repos/mozilla/fennec-search/pulls/12,158.0,50.0,108.0,2014-06-27T21:40:06Z,f3b65f432cbe283756640d3452ddc1800b674417,f3b65f432cbe283756640d3452ddc1800b674417,Standardize comment style for legal headers,Stand-alone version of the search activity that is built with Firefox for Android.,Java
211,5240,5240,5240,EricEdens,fennec-search,2014-06-27T21:43:09Z,CONTRIBUTOR,True,Add licenses,"Addresses https://bugzilla.mozilla.org/show_bug.cgi?id=1031534, License fragment headers throughout
",2014-06-27T21:22:43Z,https://api.github.com/repos/mozilla/fennec-search/pulls/12,34.0,6.0,28.0,2014-06-27T21:43:09Z,4be884fccb817d543aaf68d996ee9f910945eda4,4be884fccb817d543aaf68d996ee9f910945eda4,Add addl licenses,Stand-alone version of the search activity that is built with Firefox for Android.,Java
212,5241,5241,5241,EricEdens,fennec-search,2014-06-27T21:45:02Z,CONTRIBUTOR,True,Add licenses,"Addresses https://bugzilla.mozilla.org/show_bug.cgi?id=1031534, License fragment headers throughout
",2014-06-27T21:22:43Z,https://api.github.com/repos/mozilla/fennec-search/pulls/12,8.0,3.0,5.0,2014-06-27T21:45:02Z,b42a5971ebe84dacd21fc3375a751e50595632b3,b42a5971ebe84dacd21fc3375a751e50595632b3,Add addl licenses,Stand-alone version of the search activity that is built with Firefox for Android.,Java
213,5242,5242,5242,EricEdens,fennec-search,2014-06-27T21:51:01Z,CONTRIBUTOR,True,Add licenses,"Addresses https://bugzilla.mozilla.org/show_bug.cgi?id=1031534, License fragment headers throughout
",2014-06-27T21:22:43Z,https://api.github.com/repos/mozilla/fennec-search/pulls/12,10.0,4.0,6.0,2014-06-27T21:51:01Z,0e18cba156e567e3cb51a03422a17c9f66034a1b,0e18cba156e567e3cb51a03422a17c9f66034a1b,Adding header to card_background.xml,Stand-alone version of the search activity that is built with Firefox for Android.,Java
214,5235,5235,5235,EricEdens,fennec-search,2014-06-27T22:24:07Z,CONTRIBUTOR,True,Don't use 'm' prefix on member vars.,,2014-06-27T22:25:24Z,https://api.github.com/repos/mozilla/fennec-search/pulls/13,262.0,131.0,131.0,2014-06-27T22:24:07Z,8af4749d8d7023a7504879145a21bf5121a5d7b1,8af4749d8d7023a7504879145a21bf5121a5d7b1,Don't use 'm' prefix on member vars.,Stand-alone version of the search activity that is built with Firefox for Android.,Java
215,5236,5236,5236,EricEdens,fennec-search,2014-06-28T01:07:35Z,CONTRIBUTOR,True,Don't use 'm' prefix on member vars.,,2014-06-27T22:25:24Z,https://api.github.com/repos/mozilla/fennec-search/pulls/13,128.0,67.0,61.0,2014-06-28T01:07:35Z,76339f34d8d1f4533e4cedc01cbcc14c7236d4b9,76339f34d8d1f4533e4cedc01cbcc14c7236d4b9,Include style feedback from https://bugzilla.mozilla.org/show_bug.cgi?id=1031565,Stand-alone version of the search activity that is built with Firefox for Android.,Java
216,5232,5232,5232,EricEdens,fennec-search,2014-07-02T21:27:52Z,CONTRIBUTOR,True,Bug 1033686 - Pre-search and post-search are visible at the same time ,"Much of the changes are renaming; the substantial changes are:
-     MainActivity.java
-     MainActivityTest.java
",2014-07-07T18:07:32Z,https://api.github.com/repos/mozilla/fennec-search/pulls/17,63.0,30.0,33.0,2014-07-02T21:27:52Z,4a9ed14c897b0a4016c367dc591da8f921ddbf8e,4a9ed14c897b0a4016c367dc591da8f921ddbf8e,Rename,Stand-alone version of the search activity that is built with Firefox for Android.,Java
